PARTICIPANT ID,PRESENT2015,PRESENT2014,PRESENT2013,PRESENT2012,NUMOASIS
2219,0,1,0,0,2
2220,0,1,0,0,1
2221,1,0,1,0,1
2222,0,0,1,0,1
2223,0,1,0,0,2
2224,1,0,0,0,0
2225,0,1,0,0,1
2226,0,0,0,1,1
2227,0,0,1,0,1
2228,1,0,0,0,0
2229,0,1,0,0,1
2230,0,0,0,1,1
2231,0,1,0,0,1
2232,1,0,0,0,0
2233,1,0,0,0,0
2234,0,0,0,1,1
2235,1,0,0,0,0
2236,1,0,0,0,0
2237,0,0,1,0,1
2238,1,0,0,0,0
2239,1,0,0,0,0
2240,0,0,1,0,2
2241,0,1,0,0,1
2242,0,1,0,0,1
2243,0,1,1,0,2
2244,0,0,1,0,1
2245,1,0,0,0,0
2246,0,0,0,1,1
2247,0,0,1,0,1
2248,1,0,0,0,0
2249,0,0,1,0,1
2250,1,0,0,0,0
2251,0,1,0,0,1
2252,0,0,0,1,1
2253,1,0,0,0,0
2254,0,0,0,1,1
2255,1,0,0,0,0
2256,0,0,0,1,2
2257,0,0,1,0,1
2258,1,0,0,0,0
2259,1,0,0,0,0
2260,0,0,0,1,1
2261,1,0,0,0,0
2262,0,1,0,0,3
2263,0,0,0,1,1
2264,1,0,0,0,0
2265,0,0,1,0,1
2266,0,0,0,1,1
2267,1,0,0,0,0
2268,0,0,1,0,2
2269,1,1,0,0,1
2270,1,0,0,0,0
2271,1,0,0,0,0
2272,1,0,0,0,0
2273,0,1,0,0,1
2274,0,0,1,1,2
2275,1,0,0,0,0
2276,0,0,0,1,1
2277,0,0,1,0,1
2278,1,0,0,0,0
2279,0,0,1,0,2
2280,0,1,0,0,1
2281,0,0,0,1,3
2282,1,1,0,0,1
2283,0,1,0,0,1
2284,0,0,1,0,3
2285,0,0,1,0,1
2286,1,0,0,0,0
2287,1,0,0,0,0
2288,0,0,1,0,1
2289,1,0,0,0,0
2290,1,0,0,0,0
2291,0,1,0,0,1
2292,0,1,0,0,1
2293,0,0,1,0,2
2294,0,0,1,0,1
2295,0,1,0,0,1
2296,0,1,0,0,1
2297,0,0,1,0,1
2298,0,1,0,0,1
2299,1,0,0,0,0
2300,1,0,0,0,0
2301,0,1,0,0,1
2302,0,0,0,1,1
2303,1,0,0,0,0
2304,1,0,0,0,0
2305,1,0,0,0,0
2306,1,0,0,0,0
2307,0,1,0,0,1
2308,1,0,0,0,0
2309,1,0,0,0,0
2310,1,0,0,0,0
2311,0,0,0,1,1
2312,0,0,0,1,1
2313,1,0,0,0,0
2314,1,0,0,0,1
2315,0,0,0,0,1
2316,0,0,0,1,2
2317,0,1,0,0,1
2318,0,0,0,1,2
2319,0,1,0,0,1
2320,1,0,0,0,0
2321,0,0,0,1,1
2322,0,0,0,1,1
2323,1,0,0,0,0
2324,1,0,0,0,0
2325,0,0,0,1,1
2326,0,1,0,1,2
2327,1,0,0,0,0
2328,0,0,0,0,2
2329,0,1,0,0,1
2330,0,1,0,0,2
2331,0,0,0,1,2
2332,1,0,0,0,0
2333,1,0,0,0,0
2334,0,1,1,0,2
2335,1,0,0,0,0
2336,0,0,0,1,1
2337,0,0,1,0,1
2338,0,0,1,0,2
2339,1,0,0,0,0
2340,0,0,0,1,2
2341,1,0,0,0,0
2342,1,0,0,0,2
2343,1,1,0,0,1
2344,0,1,0,0,1
2345,0,0,0,0,1
2346,1,0,0,0,0
2347,1,0,0,0,0
2348,0,0,0,1,1
2349,0,0,1,0,1
2350,1,0,0,0,0
2351,0,1,0,0,1
2352,1,0,0,0,0
2353,0,0,0,0,1
2354,1,0,0,0,0
2355,1,0,0,0,1
2356,0,1,1,1,3
2357,0,0,1,0,1
2358,0,0,0,1,1
2359,1,0,0,0,0
2360,0,0,0,0,1
2361,0,0,0,1,1
2362,1,0,0,0,0
2363,0,0,1,0,1
2364,0,1,0,0,1
2365,0,1,1,1,3
2366,0,1,1,0,3
2367,1,0,0,0,0
2368,1,0,0,0,0
2369,0,1,0,0,1
2370,0,1,0,0,1
2371,1,0,0,0,0
2372,1,0,0,0,0
2373,1,0,0,0,0
2374,0,0,0,1,1
2375,0,0,0,1,1
2376,1,0,0,0,0
2377,1,0,0,0,0
2378,0,1,0,1,2
2379,1,0,0,0,0
2380,1,0,0,0,0
2381,0,1,0,0,1
2382,0,1,0,0,1
2383,0,0,1,0,1
2384,1,0,0,0,0
2385,1,0,0,0,0
2386,1,0,0,0,0
2387,0,0,0,0,2
2388,0,0,1,1,4
2389,0,1,0,0,1
2390,1,0,0,0,0
2391,0,0,0,1,1
2392,1,0,0,0,0
2393,0,1,0,0,1
2394,1,0,0,0,1
2395,1,0,0,0,0
2396,0,0,0,0,1
2397,1,0,0,0,0
2398,1,0,0,0,0
2399,1,0,1,1,2
2400,1,0,0,0,0
2401,0,0,1,0,1
2402,0,0,0,0,1
2403,1,0,0,0,0
2404,0,1,0,0,1
2405,1,0,0,0,2
2406,1,0,0,0,0
2407,1,0,0,0,0
2408,1,0,0,0,0
2409,1,0,0,0,0
2410,1,0,0,0,1
2411,0,0,1,0,1
2412,0,0,1,0,1
2413,0,1,0,0,1
2414,0,0,0,1,1
2415,0,0,1,0,1
2416,0,1,0,0,1
2417,1,0,0,0,0
2418,1,0,0,0,0
2419,1,0,0,0,0
2420,1,0,0,0,0
2421,1,0,0,0,0
2422,1,0,0,0,0
2423,0,1,0,0,1
2424,1,0,0,0,0
2425,1,0,0,0,0
2426,1,0,0,0,0
2427,0,0,0,1,2
2428,0,1,1,0,2
2429,1,0,0,0,0
2430,1,0,0,0,0
2431,0,1,0,0,1
2432,1,0,0,0,0
2433,0,0,1,0,2
2434,1,0,0,0,0
2435,0,1,0,0,5
2436,1,1,0,0,1
2437,0,1,0,0,2
2438,1,0,1,0,1
2439,0,0,0,1,1
2440,0,0,1,0,2
2441,0,0,0,1,1
2442,0,0,1,0,2
2443,0,0,1,0,1
2444,1,0,0,0,0
2445,0,0,1,0,2
2446,0,0,0,1,1
2447,0,0,1,0,1
2448,0,1,0,0,1
2449,1,0,0,0,0
2450,1,0,0,0,0
2451,1,0,0,0,0
2452,1,0,0,0,1
2453,0,1,0,0,1
2454,0,1,0,0,1
2455,0,1,0,0,3
2456,0,1,1,0,3
2457,0,1,0,0,1
2458,1,0,0,0,0
2459,1,0,0,0,0
2460,1,0,0,0,0
2461,0,0,0,1,1
2462,1,0,0,0,0
2463,0,1,0,0,1
2464,0,1,1,0,2
2465,0,0,0,1,1
2466,0,1,1,0,2
2467,0,0,1,0,1
2468,0,0,1,0,1
2469,1,0,0,0,0
2470,0,0,1,0,2
2471,0,1,0,0,1
2472,0,1,0,0,1
2473,1,0,0,0,0
2474,1,0,0,0,0
2475,0,0,0,1,1
2476,0,0,1,0,3
2477,0,0,0,1,1
2478,0,0,1,0,1
2479,1,0,0,0,0
2480,1,0,0,0,0
2481,1,0,0,0,0
2482,1,0,1,0,1
2483,1,0,0,0,0
2484,1,0,0,0,0
2485,1,0,0,0,0
2486,0,0,0,1,1
2487,1,0,0,0,0
2488,0,0,1,0,1
2489,1,0,0,0,0
2490,0,0,0,1,1
2491,0,0,0,1,1
2492,1,0,0,0,0
2493,1,0,0,0,0
2494,0,1,0,0,1
2495,0,1,0,0,1
2496,0,1,0,0,1
2497,1,1,0,0,1
2498,1,0,0,0,2
2499,1,0,0,0,0
2500,1,1,0,1,2
2501,0,0,0,1,3
2502,0,0,0,1,1
2503,1,0,0,0,0
2504,0,1,0,0,1
2505,0,0,0,1,1
2506,0,1,0,0,1
2507,0,0,1,0,2
2508,1,1,0,0,1
2509,0,1,0,0,1
2510,0,1,0,0,1
2511,1,0,0,0,2
2512,0,0,1,0,2
2513,1,0,0,0,0
2514,1,0,0,0,0
2515,0,0,1,0,1
2516,0,0,1,1,2
2517,0,0,1,0,1
2518,0,0,0,1,1
2519,0,0,0,1,1
2520,0,1,0,0,1
2521,0,0,1,0,2
2522,1,0,0,0,0
2523,1,0,0,0,0
2524,1,0,0,0,0
2525,1,0,0,0,0
2526,0,0,1,0,1
2527,1,1,1,1,3
2528,1,0,0,0,1
2529,1,0,0,1,1
2530,0,0,0,1,2
2531,1,0,0,0,0
2532,1,0,0,0,0
2533,0,0,1,0,1
2534,1,0,0,0,0
2535,1,0,0,0,0
2536,0,1,0,0,1
2537,0,0,1,0,2
2538,0,0,1,0,1
2539,0,0,0,1,1
2540,0,0,1,0,1
2541,0,1,0,0,1
2542,0,1,0,0,1
2543,0,0,1,0,1
2544,1,0,0,0,0
2545,0,0,0,1,1
2546,1,0,0,0,0
2547,0,1,0,0,1
2548,0,0,1,0,1
2549,0,1,0,0,2
2550,0,1,0,0,4
2551,0,1,0,0,1
2552,1,0,0,0,0
2553,1,0,0,0,0
2554,0,1,1,0,3
2555,1,0,0,0,0
2556,0,1,0,0,1
2557,1,0,0,0,0
2558,0,0,0,1,1
2559,1,0,0,0,0
2560,1,0,0,0,2
2561,0,1,0,0,1
2562,1,0,0,0,0
2563,0,1,0,0,2
2564,0,0,1,0,2
2565,1,0,0,0,0
2566,0,1,0,0,1
2567,1,0,0,0,0
2568,0,0,1,0,1
2569,0,0,1,0,1
2570,1,0,0,0,0
2571,1,0,0,0,0
2572,0,1,0,0,1
2573,0,0,0,1,1
2574,1,0,0,0,0
2575,0,1,0,0,3
2576,1,0,0,0,0
2577,0,1,0,0,1
2578,0,1,0,0,1
2579,0,1,0,0,2
2580,0,0,0,1,1
2581,1,0,0,0,0
2582,0,1,0,0,1
2583,0,1,0,0,1
2584,0,0,1,0,1
2585,0,1,0,0,1
2586,0,1,1,0,3
2587,0,1,1,0,5
2588,0,0,1,0,1
2589,0,1,0,0,1
2590,1,0,0,0,0
2591,1,0,0,0,0
2592,1,0,0,0,0
2593,0,1,1,1,3
2594,1,0,0,0,0
2595,1,0,0,0,0
2596,1,0,1,0,2
2597,0,0,1,0,1
2598,1,0,0,0,0
2599,0,1,0,0,1
2600,0,0,0,1,2
2601,0,0,0,1,1
2602,0,0,0,1,4
2603,0,0,0,1,1
2604,0,0,1,0,1
2605,1,0,0,0,0
2606,1,0,0,0,0
2607,1,0,0,0,0
2608,0,0,1,0,3
2609,1,0,0,0,0
2610,1,0,0,0,0
2611,0,1,0,0,1
2612,0,0,0,1,1
2613,1,0,0,0,1
2614,0,1,0,0,3
2615,0,1,0,0,1
2616,1,1,1,1,5
2617,0,0,1,0,1
2618,1,0,0,0,0
2619,0,1,0,0,2
2620,0,0,1,0,1
2621,1,0,0,0,0
2622,0,0,0,1,2
2623,0,1,0,0,1
2624,0,1,0,0,1
2625,0,0,1,0,1
2626,1,0,0,0,0
2627,0,0,0,1,1
2628,0,0,1,0,1
2629,0,0,1,0,1
2630,1,0,0,0,0
2631,0,0,1,0,1
2632,0,1,0,0,1
2633,0,0,0,1,1
2634,0,0,1,0,1
2635,0,0,1,0,1
2636,1,0,0,0,0
2637,0,1,0,0,1
2638,0,0,0,0,1
2639,0,0,1,0,1
2640,0,1,0,0,1
2641,1,0,0,0,0
2642,0,0,0,1,1
2643,1,0,0,0,0
2644,0,0,1,0,1
2645,0,0,0,1,1
2646,0,0,0,1,1
2647,0,1,0,0,1
2648,0,0,1,1,2
2649,0,0,1,0,1
2650,0,0,0,0,1
2651,1,0,0,0,0
2652,1,0,0,0,0
2653,0,1,0,0,1
2654,1,0,0,0,0
2655,1,0,0,0,0
2656,0,0,0,1,3
2657,0,1,0,0,2
2658,1,0,0,0,0
2659,1,0,0,0,0
2660,0,1,0,0,1
2661,0,0,0,1,1
2662,1,0,0,0,2
2663,0,1,0,0,1
2664,1,0,0,0,0
2665,1,0,0,0,0
2666,0,0,1,0,2
2667,1,0,0,0,0
2668,1,0,0,0,0
2669,0,1,0,0,1
2670,0,0,0,1,1
2671,0,1,0,0,1
2672,1,1,0,0,3
2673,0,0,0,1,1
2674,0,0,1,0,1
2675,1,0,0,0,0
2676,0,0,1,0,1
2677,0,1,1,0,2
2678,1,1,0,0,1
2679,1,1,0,0,1
2680,0,1,0,0,1
2681,1,0,0,0,0
2682,0,0,1,0,2
2683,1,0,1,0,2
2684,1,1,0,0,1
2685,1,0,0,0,0
2686,1,0,0,0,0
2687,1,0,0,0,0
2688,0,1,0,0,1
2689,0,0,1,0,1
2690,0,1,0,0,3
2691,0,0,1,1,2
2692,1,0,0,0,0
2693,0,1,0,0,1
2694,1,0,0,0,0
2695,0,1,0,0,1
2696,0,0,1,0,1
2697,0,0,1,0,1
2698,1,0,0,0,0
2699,1,0,0,0,1
2700,0,1,0,0,1
2701,1,0,1,0,1
2702,0,0,1,0,1
2703,0,1,0,0,1
2704,1,0,0,0,0
2705,1,0,0,0,0
2706,0,1,0,0,1
2707,0,0,0,1,1
2708,1,1,0,0,2
2709,1,0,0,0,0
2710,0,0,0,1,1
2711,1,0,0,0,0
2712,0,1,0,0,1
2713,1,0,0,0,0
2714,0,1,1,0,2
2715,1,0,0,0,0
2716,0,0,1,0,1
2717,0,1,0,0,1
2718,0,1,0,0,1
2719,1,0,0,0,0
2720,0,0,0,1,1
2721,0,1,0,0,1
2722,0,1,0,0,1
2723,1,0,0,0,0
2724,0,0,1,0,1
2725,0,0,1,0,1
2726,1,0,0,0,0
2727,0,0,1,0,1
2728,0,0,0,1,1
2729,1,0,0,0,0
2730,1,0,0,0,0
2731,0,1,1,1,3
2732,1,0,0,0,0
2733,0,0,1,0,1
2734,1,0,0,0,0
2735,0,0,0,1,2
2736,0,0,1,0,1
2737,0,1,0,0,1
2738,0,0,0,1,1
2739,1,0,0,0,0
2740,1,0,0,0,0
2741,1,0,0,0,0
2742,0,1,0,0,1
2743,1,0,0,0,0
2744,1,0,0,0,0
2745,0,0,1,0,1
2746,1,0,0,1,1
2747,1,0,0,0,0
2748,1,0,0,0,0
2749,0,0,0,1,1
2750,0,1,0,0,1
2751,0,0,1,0,1
2752,1,0,0,0,1
2753,0,1,0,0,1
2754,1,0,0,0,0
2755,1,0,0,0,1
2756,0,1,0,0,1
2757,1,0,0,0,1
2758,0,0,0,1,1
2759,0,0,0,1,1
2760,0,0,0,1,1
2761,1,0,0,0,0
2762,1,0,0,0,0
2763,0,1,0,0,1
2764,0,1,0,0,1
2765,0,1,0,0,3
2766,0,0,1,1,2
2767,1,0,0,0,0
2768,0,1,1,1,3
2769,1,0,0,0,0
2770,1,0,0,0,0
2771,0,0,1,0,1
2772,0,1,0,0,1
2773,0,0,0,1,2
2774,1,0,0,0,0
2775,1,0,0,0,0
2776,0,0,0,0,1
2777,0,0,0,1,2
2778,0,1,0,0,1
2779,0,1,0,0,1
2780,1,1,0,0,1
2781,1,0,0,0,0
2782,0,1,0,0,1
2783,1,0,0,0,0
2784,0,0,1,0,1
2785,1,0,0,0,0
2786,0,0,1,0,3
2787,1,0,0,0,0
2788,1,0,0,0,0
2789,1,0,0,0,0
2790,1,0,0,0,0
2791,0,1,0,0,3
2792,0,1,0,0,1
2793,1,0,0,0,0
2794,0,0,0,1,1
2795,0,0,0,1,1
2796,0,1,0,0,1
2797,1,0,0,0,0
2798,0,0,0,1,1
2799,1,0,0,0,0
2800,0,1,0,0,1
2801,1,0,0,0,0
2802,0,0,0,1,1
2803,0,0,1,0,1
2804,0,0,1,0,3
2805,0,0,0,1,1
2806,1,0,0,0,3
2807,0,1,0,0,1
2808,1,0,0,0,0
2809,0,0,1,1,2
2810,1,0,0,0,0
2811,0,1,0,0,2
2812,0,1,0,0,2
2813,0,0,0,1,1
2814,0,0,0,1,1
2815,0,0,1,0,1
2816,1,1,0,0,1
2817,0,0,0,1,1
2818,0,0,1,0,1
2819,1,1,0,0,3
2820,0,1,0,0,1
2821,1,0,0,0,0
2822,0,0,1,0,1
2823,1,0,0,0,0
2824,1,0,0,0,0
2825,0,0,1,1,2
2826,0,1,0,0,1
2827,0,0,1,0,3
2828,0,0,0,1,1
2829,1,0,0,0,0
2830,1,0,0,0,0
2831,1,0,0,0,0
2832,0,0,0,1,1
2833,1,0,0,0,0
2834,0,1,0,0,1
2835,0,0,0,0,1
2836,1,0,0,0,0
2837,1,0,0,0,0
2838,0,1,0,0,1
2839,0,1,0,0,1
2840,0,0,0,1,1
2841,0,0,1,0,1
2842,0,0,1,0,1
2843,1,0,0,0,0
2844,1,0,0,0,0
2845,0,1,0,0,1
2846,1,0,1,0,2
2847,0,1,0,1,2
2848,1,0,0,0,0
2849,1,0,0,0,0
2850,1,0,0,0,0
2851,1,0,0,0,0
2852,1,0,0,0,0
2853,0,0,1,0,1
2854,0,0,0,1,1
2855,1,0,0,0,0
2856,1,0,0,0,0
2857,0,0,0,1,1
2858,0,0,1,0,3
2859,0,0,0,1,2
2860,0,0,1,0,1
2861,1,0,0,0,0
2862,0,0,0,1,1
2863,0,0,1,0,2
2864,1,0,0,0,0
2865,1,0,0,0,0
2866,0,0,1,0,1
2867,0,1,0,0,1
2868,0,0,0,1,2
2869,0,0,1,0,2
2870,0,1,0,0,1
2871,0,0,1,0,1
2872,1,1,1,1,3
2873,0,0,1,0,1
2874,0,0,0,1,1
2875,0,0,1,0,1
2876,0,0,1,0,1
2877,0,0,1,0,1
2878,0,0,1,0,1
2879,1,0,0,0,0
2880,1,0,0,0,0
2881,1,1,0,0,1
2882,1,0,0,1,2
2883,0,1,0,0,5
2884,1,0,0,0,0
2885,1,0,1,1,2
2886,1,0,1,1,2
2887,1,0,0,0,0
2888,1,0,0,0,0
2889,1,0,0,0,2
2890,0,0,0,1,1
2891,1,0,0,0,0
2892,0,0,1,0,2
2893,1,0,0,0,0
2894,0,0,0,1,1
2895,0,0,0,1,1
2896,0,0,0,1,1
2897,0,0,1,0,1
2898,0,1,0,0,1
2899,0,1,0,0,1
2900,0,0,0,1,1
2901,1,0,0,0,0
2902,1,0,0,0,0
2903,0,1,1,0,2
2904,1,0,0,0,0
2905,1,0,0,0,0
2906,0,1,1,0,2
2907,0,0,1,0,1
2908,1,0,0,0,1
2909,0,1,0,0,1
2910,0,1,0,0,1
2911,0,0,0,1,1
2912,1,0,1,1,2
2913,0,0,0,1,1
2914,0,1,0,0,3
2915,0,0,1,0,1
2916,1,0,0,0,0
2917,0,0,1,0,1
2918,1,0,0,0,0
2919,1,0,0,0,0
2920,0,1,0,0,1
2921,0,1,0,0,1
2922,1,0,0,0,0
2923,1,0,0,0,0
2924,0,1,1,1,3
2925,0,0,1,0,1
2926,1,1,0,0,1
2927,0,1,0,0,1
2928,1,0,0,0,0
2929,0,0,1,1,2
2930,1,0,0,0,0
2931,1,0,0,0,0
2932,0,1,0,0,1
2933,1,0,0,0,0
2934,1,0,0,0,0
2935,0,1,0,0,1
2936,0,0,1,0,3
2937,1,0,0,0,0
2938,1,0,0,0,0
2939,0,0,0,0,1
2940,0,1,0,0,1
2941,0,1,0,0,1
2942,0,0,1,0,1
2943,1,0,0,0,0
2944,0,1,0,0,1
2945,1,0,0,0,0
2946,1,0,0,0,0
2947,0,1,0,0,1
2948,1,0,0,0,0
2949,0,0,1,0,1
2950,0,1,1,0,3
2951,1,1,1,0,2
2952,1,0,0,0,0
2953,0,0,0,1,1
2954,0,0,1,0,2
2955,0,1,0,0,1
2956,0,0,1,0,2
2957,0,1,0,0,1
2958,1,0,0,0,0
2959,1,0,0,0,0
2960,0,0,0,0,1
2961,1,0,0,0,0
2962,0,0,1,0,1
2963,1,0,0,0,0
2964,1,0,0,0,0
2965,0,0,1,1,2
2966,0,0,1,0,2
2967,1,0,0,0,0
2968,1,0,0,0,0
2969,1,0,0,0,0
2970,0,1,0,0,1
2971,0,1,0,0,1
2972,1,0,0,0,0
2973,0,0,1,1,2
2974,1,0,0,0,0
2975,0,0,0,1,1
2976,1,0,0,0,0
2977,1,0,0,0,0
2978,1,0,0,0,0
2979,0,0,0,1,1
2980,1,0,0,0,0
2981,0,1,0,0,1
2982,1,0,0,0,0
2983,0,1,0,0,1
2984,0,0,1,0,2
2985,0,1,0,0,1
2986,0,0,0,1,1
2987,1,0,0,0,0
2988,0,1,0,0,2
2989,1,0,0,0,0
2990,1,1,0,0,3
2991,1,0,0,0,0
2992,0,0,0,1,1
2993,0,0,0,0,1
2994,1,0,1,1,2
2995,0,1,0,0,1
2996,1,0,0,0,0
2997,1,0,0,0,0
2998,0,1,0,0,1
2999,0,0,1,0,2
3000,0,0,1,0,1
3001,1,0,0,0,0
3002,0,0,0,1,3
3003,1,0,0,0,0
3004,1,0,0,0,0
3005,1,0,0,0,0
3006,0,1,0,0,1
3007,1,0,0,0,0
3008,0,0,1,0,1
3009,0,0,0,1,2
3010,0,1,0,0,2
3011,1,0,0,0,0
3012,1,0,0,0,0
3013,0,1,0,0,1
3014,0,1,0,0,1
3015,0,1,0,0,1
3016,0,0,1,0,1
3017,1,0,0,0,0
3018,1,0,0,0,0
3019,0,1,0,0,1
3020,1,0,0,0,0
3021,1,1,0,0,1
3022,0,1,0,0,1
3023,1,0,0,0,0
3024,0,1,0,0,1
3025,0,1,0,0,1
3026,1,0,0,0,0
3027,1,0,0,0,0
3028,0,0,1,0,1
3029,0,1,0,0,1
3030,1,0,0,1,1
3031,1,0,0,0,0
3032,0,0,1,0,1
3033,1,0,0,0,0
3034,1,0,0,0,0
3035,1,0,0,0,0
3036,0,0,0,0,1
3037,0,0,0,0,2
3038,0,0,0,1,1
3039,0,1,0,0,1
3040,1,0,0,0,0
3041,0,0,0,1,1
3042,0,0,1,0,1
3043,0,0,0,0,1
3044,0,1,0,0,1
3045,0,0,0,0,1
3046,0,0,0,1,2
3047,0,0,0,0,1
3048,0,0,1,0,1
3049,1,0,0,0,0
3050,0,0,1,0,1
3051,1,0,0,0,0
3052,0,0,1,0,1
3053,1,0,0,0,0
3054,1,0,0,0,0
3055,1,0,0,0,0
3056,0,0,0,1,1
3057,0,1,0,0,3
3058,0,0,0,1,1
3059,1,0,0,0,0
3060,1,0,0,0,0
3061,0,0,0,1,1
3062,1,0,0,0,0
3063,0,0,0,1,1
3064,1,0,0,0,0
3065,0,0,0,1,1
3066,0,0,1,0,1
3067,0,1,0,0,2
3068,0,1,0,0,1
3069,1,0,0,0,0
3070,0,1,0,0,1
3071,1,0,0,0,0
3072,0,1,0,0,2
3073,1,0,0,0,0
3074,1,0,0,0,0
3075,1,0,0,0,0
3076,1,0,0,0,0
3077,0,0,0,1,1
3078,1,0,0,0,0
3079,0,0,1,0,2
3080,0,0,1,0,1
3081,1,0,0,0,0
3082,0,1,0,0,1
3083,1,1,0,0,1
3084,1,0,0,0,0
3085,0,1,1,1,3
3086,1,0,0,0,0
3087,0,1,0,0,1
3088,0,1,0,0,1
3089,0,0,0,1,2
3090,1,0,0,0,0
3091,0,0,1,0,1
3092,0,1,0,0,1
3093,1,1,0,0,1
3094,1,1,0,0,2
3095,1,0,0,0,0
3096,0,0,0,1,1
3097,0,0,0,1,1
3098,0,0,1,0,1
3099,0,1,0,0,1
3100,1,0,0,0,0
3101,1,0,0,0,0
3102,0,0,1,0,2
3103,1,0,0,0,0
3104,1,0,0,0,0
3105,0,1,0,0,1
3106,0,1,1,0,2
3107,1,0,1,0,1
3108,1,0,0,0,0
3109,1,0,0,0,0
3110,1,0,0,0,0
3111,1,0,0,0,0
3112,0,0,1,0,1
3113,0,0,0,1,1
3114,1,0,0,0,0
3115,0,1,0,0,1
3116,0,1,0,0,1
3117,0,1,0,0,1
3118,1,0,0,0,0
3119,0,0,1,0,1
3120,0,0,1,0,1
3121,0,0,1,0,1
3122,1,0,0,0,0
3123,1,0,0,0,0
3124,0,1,0,0,2
3125,0,1,0,0,1
3126,0,1,0,0,1
3127,0,0,1,0,1
3128,1,1,1,1,3
3129,0,1,0,0,1
3130,1,0,0,0,0
3131,0,0,0,1,3
3132,0,0,0,1,1
3133,0,0,1,0,1
3134,1,0,0,0,0
3135,0,1,0,0,1
3136,0,1,0,0,1
3137,1,0,0,0,0
3138,0,1,0,0,1
3139,0,1,0,0,2
3140,0,0,0,1,1
3141,0,0,1,0,1
3142,0,0,1,0,1
3143,1,0,0,0,0
3144,1,0,0,0,0
3145,1,0,0,0,0
3146,0,1,0,0,1
3147,0,0,1,0,1
3148,1,1,1,0,3
3149,1,0,0,0,0
3150,1,0,0,0,0
3151,0,1,0,0,2
3152,1,0,0,0,0
3153,0,0,0,1,2
3154,1,0,0,0,2
3155,0,1,0,0,1
3156,0,1,0,0,3
3157,1,0,0,0,0
3158,1,0,1,0,3
3159,0,0,0,1,1
3160,1,1,0,0,3
3161,0,0,0,1,1
3162,1,0,0,0,0
3163,1,0,0,0,0
3164,1,0,0,0,0
3165,0,1,0,0,2
3166,1,0,0,0,0
3167,0,1,0,0,3
3168,1,0,0,0,0
3169,1,0,0,0,0
3170,0,0,0,1,1
3171,1,0,0,0,0
3172,1,0,0,0,0
3173,0,0,0,1,1
3174,0,0,0,1,1
3175,0,0,1,0,2
3176,0,0,0,1,1
3177,0,1,0,1,2
3178,0,1,0,0,2
3179,0,0,1,0,1
3180,1,1,0,0,1
3181,0,0,0,1,1
3182,0,0,1,1,4
3183,1,0,0,0,0
3184,1,0,0,0,0
3185,1,0,0,0,0
3186,0,1,0,0,1
3187,1,0,1,0,2
3188,1,0,0,0,0
3189,1,0,0,0,0
3190,0,1,0,0,1
3191,0,0,0,1,1
3192,1,0,0,0,0
3193,1,0,0,0,0
3194,0,0,1,0,1
3195,0,0,1,0,1
3196,0,1,0,0,1
3197,1,0,0,0,0
3198,1,0,0,0,1
3199,0,0,1,0,1
3200,1,0,0,0,0
3201,1,1,1,1,3
3202,0,1,0,0,1
3203,0,1,0,0,2
3204,1,1,0,0,1
3205,0,0,0,1,1
3206,0,1,0,0,1
3207,0,1,1,1,3
3208,0,1,1,0,2
3209,0,1,0,0,1
3210,1,0,0,0,0
3211,0,1,0,0,1
3212,0,1,1,1,3
3213,0,1,0,0,1
3214,0,0,0,1,1
3215,1,0,0,0,2
3216,1,0,0,0,0
3217,1,0,0,0,0
3218,0,0,0,1,1
3219,0,0,1,0,1
3220,1,0,0,0,0
3221,0,0,1,0,1
3222,0,0,0,1,1
3223,0,1,0,0,1
3224,0,1,0,0,1
3225,0,0,1,0,1
3226,0,1,0,0,1
3227,1,0,0,0,0
3228,1,0,1,0,1
3229,1,0,0,0,0
3230,1,0,0,0,0
3231,0,0,0,0,1
3232,0,0,0,1,1
3233,1,0,0,0,0
3234,0,1,0,0,3
3235,1,0,0,0,0
3236,1,0,0,0,0
3237,1,0,0,0,0
3238,1,0,0,0,0
3239,1,0,0,0,0
3240,1,0,0,0,0
3241,0,0,1,0,1
3242,0,0,0,1,1
3243,1,0,0,0,0
3244,0,0,1,0,1
3245,0,1,1,1,3
3246,0,1,0,0,2
3247,0,0,0,1,1
3248,1,0,0,0,0
3249,1,0,0,0,0
3250,0,0,1,0,1
3251,1,0,0,0,0
3252,0,0,0,0,2
3253,1,0,0,0,0
3254,0,0,1,0,2
3255,0,0,0,1,2
3256,0,1,0,0,1
3257,0,1,0,0,1
3258,0,0,0,0,1
3259,1,0,0,0,0
3260,0,0,1,0,1
3261,0,0,0,1,1
3262,0,0,1,0,1
3263,0,1,1,0,2
3264,0,1,0,0,1
3265,0,0,0,0,1
3266,1,0,1,1,2
3267,0,1,0,0,1
3268,1,0,0,0,0
3269,0,0,0,1,1
3270,1,0,0,0,0
3271,1,0,0,0,0
3272,1,0,0,0,0
3273,1,0,0,0,0
3274,1,0,0,0,0
3275,1,0,0,0,2
3276,0,1,0,0,1
3277,1,0,0,0,0
3278,1,0,0,0,0
3279,0,0,0,1,1
3280,1,0,0,0,0
3281,1,0,0,0,0
3282,0,0,1,0,1
3283,1,0,1,0,2
3284,0,1,0,0,1
3285,1,0,0,0,0
3286,1,0,0,0,0
3287,0,1,0,0,1
3288,0,1,0,0,3
3289,0,1,0,0,2
3290,1,0,0,0,0
3291,1,0,0,0,0
